영화제목,영화링크,평점,댓글
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
콜,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179879&target=after,10,별점낮은 인간들 머리가 딸리냐???? 스토리 천재다 이건. 무슨 박신혜가 나대지않았으면 아무도 안죽었다.? 별 그지같은 평점질이야 ㄷ가리가 똥이냐. 이건 꼭봐야하는영화다. 동물귀한줄알아라 아주 쓰레기 평점들ㅡㅡ 감독 천재다 !!! 꼭 봐라!!!!
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,2,역시 영화는 감독이 누구냐에 따라 질적으로 자이가 많구나.
콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189368&target=after,10,솔직히 괴물 나오는 거라 안 무섭겠지 했는데 너무 무섭고 갑툭튀 많아서 보는내내 심장이 콩닥거렸다... 이 맛에 공포영화 보는 게 아닌가 싶다! 어머니랑 아저씨? 너무 정의스럽고 멋져서 딱 괴물 처치하셨을 때 와 ??? 했다 3 나와주세요?♥?
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,"인간이 느낄 수 있는 가장 중요한 감정들을 다 느낄 수 있는 영화, 마블 솔로 무비 가운데 모든 것을 함축한 영화"
제8일의 밤,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185949&target=after,8,부처님말씀을 어둡게 한 느낌ㅋ안무섭고요 긴장감도 없어요 아주 순한맛의 오컬트입니다 킬링타임으로 볼만해요 곡성같은걸 기대하셨다면 매우실망하실거에요
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,9,재밌는데 뭔가 조금 부족한 느낌
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,참말 재밌음....시작부터 긴장하고 봄....혼자 깜놀하고ㅋ진짜 역대 최고야....외계인 없이 사람만 나와도 재미지네
"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=65674&target=after,10,"액션, 분위기 좋아요."
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,10,진심 이 영화 보기까지 10년을 기다렸다니 ㅠ 근데 그만한 기다림의 가치를 하는 영화다 넘 좋았음
블랙 위도우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184318&target=after,1,아 진짜 ㅈㄴ재미없음 돈 버림 ㅈㄴ 재미없음 굴ㅏ없이 하 .. 감독의 쓰레기같은 필모그래피가 이 영화가 노잼이라는걸 증명한다 개연성 ㅈ도 없고 ㅈ도 재미없는 유머코드 ㅈㄴ 씀
